text,severity,risk_type,industry,source,is_augmented,split
"Geologist and auxiliary Ademir traveled to the field to evaluate geological points following the GPS near some drainage. Following the state highway that gives access to Aripuanã area, stopped and got out of the vehicle to see the point identified in the GPS, Mário, when distancing himself about five meters from the vehicle following the road, was surprised by two bites of thorns on his face. Quickly he hurried back to the vehicle, moving away from the place. The clerk was wearing a girdle and goggles, he still was not wearing gloves, as he would not enter the forest area. There was no allergic reaction.",Minor,Bees,Others,IHM_Stefanini,False,train
"Inside mine during the diamond drilling of a positive 15 ° drill, in moments when the control tube was rescued with the fisherman, the winch cable breaks untimely developing a whiplash effect and impacting on the left hand of the drilling assistant causing the described injury. At the time of the accident the drilling assistant was on the platform at 1.0m from the frame and was using his Hycron-type safety gloves.",Minor,Others,Mining,IHM_Stefanini,False,train
Worker was found after falling 30 feet from an elevated lift.,Fatal,Unspecified,Unspecified,OSHA,False,train
"During the environmental monitoring activity in the area, the staff member was surprised by a swarming swarm of weevils. During the exit of the place, endured suffering two stings, being one in the face and the other in the middle finger of the left hand.",Minor,Venomous Animals,Metals,IHM_Stefanini,True,train
Worker was cleaning up hopper barge. He was found between two barges downriver from where he fell.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died from heat-related illness.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Project of Vazante that carried out sediment collection of current in the South Mata of target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",Minor,Bees,Others,IHM_Stefanini,True,train
Employee died after being pinned under the front tire of a powered industrial vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At the intersection of level 3970 - main road and access to the south ramp, the collaborator, following having freed the tube 2 inches in diameter from the gable, descended holding the pipe on the fourth step of a telescopic aluminum ladder (approximately at 1.20 meters from the floor) at which point another clamping point in the gable is lifted by lifting the tube which pulls the worker causing him to lose balance and fall from a height of 1.20 meters. The described injury occurring.",Minor,Others,Mining,IHM_Stefanini,True,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. approximately, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes owing to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"During the environmental monitoring activity in the area, the employee was surprised by a swarming swarm of weevils. During the exit of the place, endured suffering two stings, being one in the face and the other in the middle finger of the left hand.",Minor,Venomous Animals,Metals,IHM_Stefanini,False,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. about, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task a for few minutes owing to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, during which the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help at once. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"On December 13, the accessories coupling (gun - hose) of the high pressure pump (BAP) was made to clean the demister of the cooling tower G2172. carrying out the complete coupling, they on turn the BAP to start with the start test, at that moment the hose comes off the gun and hits Mr. Emerson who was holding the gun.",Minor,Others,Metals,IHM_Stefanini,True,train
"At approximately 04:50 p.m., when the mechanic technician José of the Tecnomin verified the transmission belts of the HM-100 pump at the Acid plant, he proceeded to turn the pulley manually; unexpectedly at that instant the electrician shift supervisor Miguel of the EKA Mining grabs the transmission belts to verify their tension, at which point the finger traps.",Minor,Pressed,Mining,IHM_Stefanini,True,train
"In phase I, the operator carried out the removal of inchancanbles of the reciprocating feeder, while removing a split with set the support of a rope, the staff supports the left hand on the structure of the protection against falling, it is at this moment that another split set comes out together with the load and hits on the distal phalanx of the fifth finger of the left hand, generating the described injury.",Moderate,Others,Mining,IHM_Stefanini,True,train
